knowledge_area,area_abstract,area_url,degree,course_number,course_name,course_uoc,course_url,course_outline,faculty,School,course term,timetable,teacher
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,BENV2409,Advanced Multimedia,6 UOC,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/BENV2409/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      This course explores advanced multimedia technology and 3D game development and, in doing so, develops insight into applications for architectural and built environment contexts. It draws from the fields of digital media, computer science and game theory to find interdisciplinary relationships. 3D games are used as a vehicle to understand enhanced levels of digital communication, user engagement and 3D representation. The major project is a 3D game proposal, which develops an appreciation of issues in game design and communication of ideas, as well as the use of the latest tools and techniques in creating rich digital media experiences.    ",Faculty of Built Environment,School of Built Environment,"Term 1, Term 2, Term 3",http://timetable.unsw.edu.au/2019/BENV2409.html,arrangement:T1:Mr DL Utian T2:Mr DL Utian T3:Mr DL Utian 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,BINF6111,Genome Informatics Engineering Design Workshop,6 UOC,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/BINF6111/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Engineering software systems for managing and analysing large datasets derived from genomics experiments is a key application of bioinformatics. This course revolves around a guided team project for the design and implementation of a complex system bringing together a variety of tools and methods for analysing genomic data. Methodologies for requirement gathering, system design, project management and documentation will be applied. The project work will be complemented by lectures on algorithms for biological sequence analysis that form the basis of the project work.",Faculty of Engineering,School of Computer Science and Engineering,Term 2,http://timetable.unsw.edu.au/2019/BINF6111.html,arrangement:T2:Dr BA Gaeta 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,BINF6112,Computational Biology Engineering Design Workshop,6 UOC,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/BINF6112/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Through a practical software project and targeted lectures this course examines various issues in the design and implementation of software systems for the analysis of large complex biological datasets and the application of mathematical and statistical methods to problems in modern life science. Example domains include analysis of gene expression and function, networks of interaction, and systems modeling.",Faculty of Engineering,School of Computer Science and Engineering,Term 3,http://timetable.unsw.edu.au/2019/BINF6112.html,arrangement:T3:Dr ME Bain 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP1000,"Introduction to World Wide Web, Spreadsheets and Databases",6 UOC,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/COMP1000/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"World wide webWWW dependent activities have become an essential part of our existence and yet many of us do not know much about how they works. In the first part of this course, we introduce the abstract features of the internet and the software that makes it so powerful. Knowledge about the architecture of the internet, world wide web, browsers, search engines, e-commerce, security, etc. will be helpful in using the internet more effectively as well as becoming aware of the several pifalls associated with this modern technology.Spreadsheets and databases are two of the most commonly used and powerful computer tools yet they are often poorly utilised and the reasons for using one rather than the other are poorly understood. Many people purchase Microsoft Office which comes bundled with Microsoft Excel and Microsoft Access - a spreadsheet and a database application - yet while many people have some familiarity with Microsoft Excel, Microsoft Access is rarely utilised. This course aims to explain in straightforward terms the concepts underlying both of these powerful pieces of software so that students can exploit them effectively for both their studies and future careers. It will investigate how to design and implement effective spreadsheet and database applications. Students should also be able to transfer these skills to other, similar spreadsheet and database packages. Students will be expected to have personal copies of Microsoft Excel and Microsoft Access on their own computers.Notes: This course may not be taken by students enrolled in an Engineering program.",Faculty of Engineering,School of Computer Science and Engineering,Term 2,http://timetable.unsw.edu.au/2019/COMP1000.html,arrangement:T2:Ms A  Vassar 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP1400,Programming for Designers,6 UOC,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/COMP1400/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,      An introduction to the concepts and techniques of object oriented programming with a focus on the construction of interactive multimedia applications. Delivery is through lectures and computer lab classes. Assessment will be via a number of in-class exercises and staged assignments.    ,Faculty of Engineering,School of Computer Science and Engineering,Term 3,http://timetable.unsw.edu.au/2019/COMP1400.html,arrangement:T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP1511,Programming Fundamentals,6 UOC,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/COMP1511/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"An introduction to problem-solving via programming, which aims to have students develop proficiency in using a high level programming language. Topics: algorithms, program structures statements, sequence, selection, iteration, functions, data types numeric, character, data structures arrays, tuples, pointers, lists, storage structures memory, addresses, introduction to analysis of algorithms, testing, code quality, teamwork, and reflective practice. The course includes extensive practical work in labs and programming projects.Additional InformationThis course should be taken by all CSE majors, and any other students who have an interest in computing or who wish to be extended. It does not require any prior computing knowledge or experience.COMP1511 leads on to COMP1521, COMP1531, COMP2511 and COMP2521, which form the core of the study of computing at UNSW and which are pre-requisites for the full range of further computing courses.Due to overlapping material, students who complete COMP1511 may not also enrol in COMP1911 or COMP1921. ",Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2, Term 3",http://timetable.unsw.edu.au/2019/COMP1511.html,arrangement:T1:Dr AJ Taylor T2:Mr MY Chee T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP1531,Software Engineering Fundamentals,6 UOC,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/COMP1531/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course provides an introduction to software engineering principles: basic software lifecycle concepts, modern development methodologies, conceptual modeling and how these activities relate to programming. It also introduces the basic notions of team-based project management via conducting a project to design, build and deploy a simple web-based application. It is typically taken in the semester after completing COMP1511, but could be delayed and taken later. It provides essential background for the teamwork and project management required in many later courses.The goal of this course is to expose the students to:ullibasic elements of software engineering: including requirements elicitation, analysis and specification; design; construction; verification and validation; deployment; and operation and maintenance/lilidata modelling/lilisoftware engineering methodologies, processes, measurements, tools and techniques/liliWeb-based system architecture and development practices on Web platforms/li/ul",Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 3",http://timetable.unsw.edu.au/2019/COMP1531.html,arrangement:T1:Dr A  Natarajan T3:Dr A  Natarajan 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP1911,Computing 1A,6 UOC,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/COMP1911/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course introduces students to the basics of programming. The objective of the course is for students to develop proficiency in program design and construction using a high-level programming language. Topics covered include: fundamental programming concepts, the C programming language, programming style, program design and organisation, program testing and debugging. Practical experience of these topics is supplied through laboratory exercises and programming assignments.Additional Information:This course is designed for non-computing majors who want a solid introduction to programming, with the aim of using computers as part of some other discipline. It does not assume any prior background in programming.Electrical Engineering, Telecommunications, Mechanical Engineering, and Mechatronic Engineering specify this as the standard first year computing course. COMP1911 and the following course COMP1521 provide a solid introduction to programming an computer systems concepts for all of these students.Students with an interest in computing or who wish to be extended might want to consider COMP1511 as an alternative, especially if they plan to study more computing as part of their future study. Students from all degrees are permitted to take COMP1511 instead of COMP1911.Note: Because of significant content overlap, students cannot take both COMP1911 and COMP1511.",Faculty of Engineering,School of Computer Science and Engineering,Term 1,http://timetable.unsw.edu.au/2019/COMP1911.html,arrangement:T1:Mr HC Smith 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP1927,Computing 2,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP1927/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Programming in the large, abstraction and ADTs, interfaces, complexity. Data types and data structures: lists, trees, graphs; and associated algorithms. Programming assignments, laboratory exercises, formal examination. Preparation work may be available for interested students before the course starts see course outline for details.",Faculty of Engineering,School of Computer Science and Engineering,None,http://timetable.unsw.edu.au/2019/COMP1927.html,None
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP2041,Software Construction: Techniques and Tools,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP2041/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      Software system decomposition and design. Overview of the software development life-cycle. Command languages. Version control and configuration management, programming for reliability. Testing and debugging techniques. Profiling and code improvement techniques. Practical work involving programming-in-the-large.    ",Faculty of Engineering,School of Computer Science and Engineering,Term 2,http://timetable.unsw.edu.au/2019/COMP2041.html,arrangement:T2:Dr AJ Taylor 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP2111,System Modelling and Design,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP2111/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course introduces rigorous and formal methods for modelling system behaviour. These methods support the modelling of abstract specifications and the refinement of abstract specifications through to concrete implementations. Consistency of formal development is verified by proof obligations and formal proof. The course will cover: specification, refinement, implementation, proof obligations, and proof. It re-inforces, and builds on, prerequisite knowledge from MATH1081, especially set theory and predicate logic. The course will use case-studies and assignments to develop competence. The methods developed in this course are used in the SENG2011 workshops and in safety-critical industrial contexts.",Faculty of Engineering,School of Computer Science and Engineering,Term 1,http://timetable.unsw.edu.au/2019/COMP2111.html,arrangement:T1:Mr PW Hunter 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP2121,Microprocessors and Interfacing,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP2121/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      Instruction Set Architecture ISA, Floating point number representation, computer arithmetic, assembly and machine language programming, machine language fundamentals; addressing modes; instruction repertoire, assembly language programming methodology, interrupts and I/O interfacing hardware and software, serial communication, timers, analog input and output, converting analog signals to digital signals data acquisition, taking input from a variety of sensors and driving actuators, buses and memory system, low level device drivers.    ",Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2",http://timetable.unsw.edu.au/2019/COMP2121.html,arrangement:T1:Prof S  Parameswaran T2:Dr H  Wu 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP2511,Object-Oriented Design & Programming,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP2511/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course aims to introduce students to the principles of object-oriented design and to fundamental techniques in object-oriented programming. It is typically taken in the second year of study, after COMP2521, to ensure an appropriate background in data structures. The knowledge gained in COMP2511 is useful in a wide range of later-year CS courses.The goal of the course is to expose students to:ullithe fundamental principles of object-oriented design/liliobject-oriented programming and object-oriented design in Java/lilithe application of sound programming and design skills/liliproblem solving and modeling of real world problems from science, engineering, and economics using the object-oriented paradigm/li/ulTopics: Objects. Object-oriented design. Design patterns. Design by contract. Object-oriented programming in Java. Practical work: labs, design project, implementation project.",Faculty of Engineering,School of Computer Science and Engineering,"Term 2, Term 3",http://timetable.unsw.edu.au/2019/COMP2511.html,arrangement:T2:Dr A  Natarajan T3:Dr A  Natarajan 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP2521,Data Structures and Algorithms,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP2521/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"The goal of this course is to deepen students' understanding of data structures and algorithms and how these can be employed effectively in the design of software systems. We anticipate that it will generally be taken in the second year of a program, but since its only pre-requisite is COMP1511, is it possible to take it in first year. It is an important course in covering a range of core data structures and algorithms that will be used in context in later courses.Topics: An introduction the structure, analysis and usage of a range of fundamental data types and the core algorithms that operate on them, including: algorithm analysis, sorting, searching, trees, graphs, files, algorithmic strategies, analysis and measurement of programs. Labs and programming assignments in C, using a range of Unix tools.",Faculty of Engineering,School of Computer Science and Engineering,"Summer Term, Term 1, Term 2, Term 3",http://timetable.unsw.edu.au/2019/COMP2521.html,arrangement:U1:Mr JW Jeremy T1:Dr AJ Mahidadia T2:Dr AJ Mahidadia T3:Dr AJ Mahidadia 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP2911,Engineering Design in Computing,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP2911/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"The engineering design and use of reliable and complex systems. Object orientation and design. Problem solving design methodologies: backtrack, greedy method, divide and conquer, dynamic methods. Practical assignments, laboratory exercises, formal examination.",Faculty of Engineering,School of Computer Science and Engineering,None,http://timetable.unsw.edu.au/2019/COMP2911.html,None
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3121,Algorithms and Programming Techniques,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3121/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      Correctness and efficiency of algorithms. Computational complexity: time and space bounds. Techniques for best-case, worst-case and average-case time and space analysis. Designing algorithms using induction, divide-and-conquer and greedy strategies. Algorithms: sorting and order statistics, trees, graphs, matrices. Intractability: classes P, NP, and NP-completeness, approximation algorithms.    ",Faculty of Engineering,School of Computer Science and Engineering,Term 1,http://timetable.unsw.edu.au/2019/COMP3121.html,arrangement:T1:Apro A  Ignjatovic 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3131,Programming Languages and Compilers,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3131/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Covers the fundamental principles in programming languages and implementation techniques for compilers emphasis on compiler front ends. Course contents include: program syntax and semantics, formal translation of programming languages, finite-state recognisers and regular expressions, context-free parsing techniques such as LLk and LRk, attribute grammars, syntax-directed translation, type checking and code generation. Lab: implementation of a compiler in a modern programming language for a small programming language.",Faculty of Engineering,School of Computer Science and Engineering,Term 1,http://timetable.unsw.edu.au/2019/COMP3131.html,arrangement:T1:Sci J  Xue 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3141,Software System Design and Implementation,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3141/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      This course will present rigorous and formal methods for the design and implementation phases of software system development. Also considered are testing and reuse of designs. As far as possible, software tools that can assist the process will be used. The material will be presented using case studies, and students will be required to undertake a project.    ",Faculty of Engineering,School of Computer Science and Engineering,Term 2,http://timetable.unsw.edu.au/2019/COMP3141.html,arrangement:T2:Mr LJ O'Connor-Davis 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3151,Foundations of Concurrency,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3151/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      Concurrency = processes + communication.  Communication via shared variables vs message passing.  Models of concurrency: true concurrency vs interleaving.  Abstractions:  atomicity, locks and barriers, semaphores, monitors, threads, RPC, rendezvous.  Classical problems:  mutual exclusion, dining philosophers, sleeping barber, termination detection, gravitational N-body problem.Practical work: programming assignments using the C-like language MDP.    ",Faculty of Engineering,School of Computer Science and Engineering,Term 2,http://timetable.unsw.edu.au/2019/COMP3151.html,arrangement:T2:Dr V  Tosic 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3153,Algorithmic Verification,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3153/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"It is virtually impossible to guarantee the correctness of a system, and in turn the absence of bugs by standard software engineering practice such as code review, systematic testing and good software design alone. The formal methods community has developed various rigorous, mathematically sound techniques and tools that allow the automatic analysis of systems and software. The application of these fully automatic techniques is typically called algorithmic verification. The course will describe several automatic verification techniques, the algorithms they are based on, and the tools that support them. We will discuss examples to which the techniques have been applied, and provide experience with the use of several tools.",Faculty of Engineering,School of Computer Science and Engineering,Term 1,http://timetable.unsw.edu.au/2019/COMP3153.html,arrangement:T1:Dr P  Hofner 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3161,Concepts of Programming Languages,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3161/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      Programming language paradigms:  imperative, object oriented, declarative i.e., functional and logic.  Theoretical foundations of programming languages:  syntax, operatational, axiomatic and denotational semantics.  Implementation aspects of central language features, such as dynamic and strong typing, polymorphism, overloading and automatic memory management.  Abstracting over programming languages and architectures: byte code approach, component software.    ",Faculty of Engineering,School of Computer Science and Engineering,Term 3,http://timetable.unsw.edu.au/2019/COMP3161.html,arrangement:T3:Mr LJ O'Connor-Davis 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3231,Operating Systems,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3231/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      Operating System Organisation and services. Process management:  scheduling, synchronisation and communication. Memory management: virtual memory, paging and segmentation. Storage management: disk scheduling, file systems. Protection and security. Distributed operating systems and file systems. Case studies: UNIX &amp; NT. Lab: Programming assignments.Assumed Knowledge:  C    ",Faculty of Engineering,School of Computer Science and Engineering,Term 1,http://timetable.unsw.edu.au/2019/COMP3231.html,arrangement:T1:Apro K  Elphinstone 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3311,Database Systems,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3311/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Data models: entity-relationship, relational, object-oriented. Relational database management systems: data definition, query languages, development tools. Database application design and implementation. Architecture of relational database management systems: storage management, query processing, transaction processing. Lab: design and implementation of a database application.",Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 3",http://timetable.unsw.edu.au/2019/COMP3311.html,arrangement:T1:Apro KK Wong T3:Dr JA Shepherd 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3411,Artificial Intelligence,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3411/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      Machine intelligence. Principles: knowledge representation, automated reasoning, machine learning. Tools: AI programming languages, control methods, search strategies, pattern matching. Applications: computer vision, speech recognition, natural language processing, expert systems, game playing, computer-aided learning. Philosophical and psychological issues. Lab: logic programming assignments.    ",Faculty of Engineering,School of Computer Science and Engineering,"Summer Term, Term 1, Term 2",http://timetable.unsw.edu.au/2019/COMP3411.html,arrangement:U1B:School Office T1:Dr AD Blair T2:Apro W  Wobcke 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3421,Computer Graphics,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3421/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      Graphics hardware: scan conversion of lines and polygons. 2D transformations: windowing, clipping, viewports. User interfaces. 3D transformations: perspective transformation, 3D clipping, hidden surface removal, lighting and texture maps. Hierarchical modelling of objects, modelling curves and surfaces with splines and fractals. Graphics standards. Lab: programming assignments.    ",Faculty of Engineering,School of Computer Science and Engineering,Term 2,http://timetable.unsw.edu.au/2019/COMP3421.html,arrangement:T2:Mr R  Clifton-Everest 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3431,Robotic Software Architecture,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3431/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      An introduction to Intelligent agent design.  Picking actions using planning, learning or engineered control.  Both practical and theoretical components.  Practical component: Re-implement parts of a real agent architecture on a robot.  Assignment based.  Emphasis on engineering a working system.  Theoretical component: Introduction to a variety of research agent architectures including classical planning and reinforcement learning.  Lecture and lab based.    ",Faculty of Engineering,School of Computer Science and Engineering,Term 3,http://timetable.unsw.edu.au/2019/COMP3431.html,arrangement:T3:Prof C  Sammut 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3601,Design Project A,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3601/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Embedded system design team projects. Embedded system design life cycle. Software/hardware codesign. Hardware slection process. Software development techniques. Hardware/software integration and system testing. Ethics in teams, ethics in design, IP protection, IP reuse, project report writing. Project and team management.",Faculty of Engineering,School of Computer Science and Engineering,Term 3,http://timetable.unsw.edu.au/2019/COMP3601.html,arrangement:T3:Prof S  Parameswaran 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3821,Extended Algorithms and Programming Techniques,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3821/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,      As for COMP3121 but in greater depth.    ,Faculty of Engineering,School of Computer Science and Engineering,Term 2,http://timetable.unsw.edu.au/2019/COMP3821.html,arrangement:T2:Dr A  Saffidine 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3891,Extended Operating Systems,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3891/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,      As for COMP3231 Operating Systems but in greater depth and breadth.Assumed Knowledge:  C    ,Faculty of Engineering,School of Computer Science and Engineering,Term 1,http://timetable.unsw.edu.au/2019/COMP3891.html,arrangement:T1:Apro K  Elphinstone 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3900,Computer Science Project,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3900/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"A capstone software project. Students work in teams to define, implement and evaluate a real-world software system. Most of the work in this course is team-based project work, although there are some introductory lectures on software project management and teamwork strategies. Project teams meet fortnightly with project mentors to report on the progress of the project. Assessment is based on a project proposal, a final project demonstration and report, and on the quality of the software system itself. Students are also required to reflect on their work and to provide peer assessment of their team-mates' contributions to the project.",Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2, Term 3",http://timetable.unsw.edu.au/2019/COMP3900.html,arrangement:T1:Dr R  Hamadi T2:Dr R  Hamadi T3:Dr R  Hamadi 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3901,Special Project A,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3901/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,      The student will complete a small research project under the supervision of a member of the academic staff of the School. The project will be assessed on the basis of a report written by the student.    ,Faculty of Engineering,School of Computer Science and Engineering,"Summer Term, Term 1, Term 2, Term 3",http://timetable.unsw.edu.au/2019/COMP3901.html,arrangement:U1:School Office T1:School Office T2:School Office T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,COMP3902,Special Project B,12 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3902/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,      The student will complete a medium-sized research project under the supervision of a member of the academic staff of the School. The project will be assessed on the basis of report written by the student.    ,Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2, Term 3",http://timetable.unsw.edu.au/2019/COMP3902.html,arrangement:T1:School Office T2:School Office T3:School Office 
